cpf_anonimizado;valor_contrato;prazo_meses;taxa_juros_mensal;taxa_juros_anual;parcela_mensal;data_inicio;data_vencimento;meses_decorridos;saldo_devedor;status;valor_em_atraso;data_inadimplencia;data_retorno_pagamento
ANON-D1CE4C5C7F02;124288,69;84;2,1961;29,7812;3254,28;2023-06-21;2030-06-21;33;99245,72;ativo;0,0;2024-06-08;2026-02-10
ANON-0FA8D2A88F23;139841,82;60;2,0146;27,0422;4037,2;2023-06-21;2028-06-21;33;83444,84;ativo;0,0;;
ANON-0596F4706E52;140074,87;84;1,5568;20,3672;3000,3;2023-06-21;2030-06-21;33;105067,96;ativo;0,0;;
ANON-A4A0913739AF;51120,78;72;2,0411;27,4388;1361,19;2023-06-26;2029-06-26;33;36362,52;ativo;0,0;;
ANON-CB7C9B2284FB;15889,84;84;1,6257;21,3508;348,16;2023-06-27;2030-06-27;84;0,0;liquidado;0,0;;
ANON-5F015E0A1476;22729,01;84;1,576;20,6405;489,94;2023-06-29;2030-06-29;84;0,0;liquidado;0,0;;
ANON-A57270C4FFC8;119071,34;96;1,9164;25,5824;2721,87;2023-07-04;2031-07-04;32;99883,82;inadimplente;22015,37;2024-04-23;
ANON-1800B3750D05;136603,36;84;1,827;24,2669;3193,65;2023-07-05;2030-07-05;32;106620,22;ativo;0,0;2023-09-22;2025-03-18
ANON-716E073FA3DC;123162,88;12;1,7703;23,4391;11482,56;2023-07-13;2024-07-13;12;0,0;liquidado;0,0;;
ANON-777FBFD022E4;87717,87;60;1,9159;25,575;2472,34;2023-07-15;2028-07-15;32;53192,43;ativo;0,0;;
ANON-FFDAF7B16BFB;112437,34;12;1,5554;20,3473;10343,86;2023-07-16;2024-07-16;12;0,0;inadimplente;10343,86;2024-08-26;
ANON-467CB136343A;78761,19;36;1,6488;21,6822;2918,45;2023-07-16;2026-07-16;36;0,0;liquidado;0,0;;
ANON-F477584B1EA9;146963,63;24;1,5279;19,9568;7360,82;2023-07-18;2025-07-18;24;0,0;ativo;0,0;;
ANON-03C67C9F9699;14369,96;36;2,3167;31,631;592,84;2023-07-19;2026-07-19;32;2240,15;ativo;0,0;;
ANON-E2B005C11058;13357,5;72;1,7769;23,5352;330,27;2023-07-20;2029-07-20;72;0,0;liquidado;0,0;;
ANON-0C627AAC6237;41862,58;36;1,8447;24,5263;1601,71;2023-07-24;2026-07-24;36;0,0;liquidado;0,0;;
ANON-28A060CDFCBF;98810,86;84;2,3521;32,1786;2708,35;2023-07-25;2030-07-25;32;80772,95;ativo;0,0;;
ANON-F1D2A961258D;89549,87;24;2,3925;32,806;4947,72;2023-07-27;2025-07-27;24;0,0;ativo;0,0;;
ANON-41011B89E901;120400,99;24;1,5099;19,7018;6017,82;2023-07-28;2025-07-28;24;0,0;ativo;0,0;;
ANON-00BA172C3573;43212,57;60;2,3535;32,2003;1351,77;2023-07-30;2028-07-30;32;27492,46;ativo;0,0;;
ANON-F39E6E399034;137093,78;72;1,4456;18,7951;3076,43;2023-08-02;2029-08-02;72;0,0;liquidado;0,0;;
ANON-01FE4CD83F96;145717,94;48;2,1521;29,1123;4898,9;2023-08-04;2027-08-04;48;0,0;liquidado;0,0;;
ANON-95B5BE01E62D;41300,04;96;1,9126;25,5263;942,86;2023-08-05;2031-08-05;31;34909,04;inadimplente;5107,33;2026-02-01;
ANON-6CD16033053E;49707,85;24;2,397;32,8761;2747,78;2023-08-08;2025-08-08;24;0,0;ativo;0,0;;
ANON-3C63171788A0;148374,7;48;1,7637;23,343;4607,66;2023-08-10;2027-08-10;48;0,0;liquidado;0,0;;
ANON-35BD9E3AFC5E;9703,74;72;1,7172;22,6684;235,86;2023-08-11;2029-08-11;31;6901,2;ativo;0,0;2024-05-11;2024-12-07
ANON-93C83AA2159E;41320,99;12;2,2632;30,8075;3970,73;2023-08-12;2024-08-12;12;0,0;ativo;0,0;;
ANON-FA80F0CDE45D;48391,56;24;1,7482;23,1178;2486,12;2023-08-12;2025-08-12;24;0,0;ativo;0,0;;
ANON-C3D7D080DE84;138436,05;12;2,0586;27,7013;13137,61;2023-08-12;2024-08-12;12;0,0;ativo;0,0;;
ANON-A1A9037C3EB1;140505,5;12;2,2062;29,9352;13454,97;2023-08-12;2024-08-12;12;0,0;ativo;0,0;;
ANON-45681DC9D10B;1723,74;96;1,6623;21,8763;36,06;2023-08-13;2031-08-13;31;1426,46;ativo;0,0;;
ANON-46ADCD42EEE9;64860,34;60;2,0687;27,853;1897,07;2023-08-14;2028-08-14;31;41062,54;ativo;0,0;;
ANON-943B1BEA7F18;6797,71;24;1,8511;24,6203;353,37;2023-08-18;2025-08-18;24;0,0;ativo;0,0;;
ANON-7D8B69CF5E9D;64387,97;36;1,9954;26,7556;2524,26;2023-08-21;2026-08-21;31;11899,58;ativo;0,0;;
ANON-1B5B6B7368DE;102023,72;12;1,8255;24,2449;9544,23;2023-08-26;2024-08-26;12;0,0;liquidado;0,0;;
ANON-91BD9B5D383B;29234,2;24;1,7257;22,7915;1498,03;2023-08-27;2025-08-27;24;0,0;inadimplente;1498,03;2026-01-07;
ANON-D4025A3F31BD;41008,53;12;1,6016;21,0059;3783,5;2023-08-27;2024-08-27;12;0,0;ativo;0,0;;
ANON-FD1D41DA2BA0;12961,32;36;1,4412;18,7333;464,01;2023-08-28;2026-08-28;36;0,0;liquidado;0,0;;
ANON-D4E08B07E698;125659,47;36;2,3811;32,6287;5236,72;2023-08-28;2026-08-28;31;24412,39;ativo;0,0;;
ANON-12F5797555F2;131966,36;72;1,6256;21,3494;3123,38;2023-09-07;2029-09-07;30;94530,4;inadimplente;17574,2;2024-04-21;
ANON-EEDAA0A25A95;67644,08;96;2,2688;30,8935;1736,2;2023-09-08;2031-09-08;30;59116,8;ativo;0,0;;
ANON-1370C2FEA69B;78364,69;24;1,4785;19,2583;3902,52;2023-09-10;2025-09-10;24;0,0;ativo;0,0;;
ANON-3D5CB484CA6D;69202,54;36;1,6894;22,2667;2581,44;2023-09-11;2026-09-11;36;0,0;liquidado;0,0;;
ANON-168334AA847F;28109,5;96;1,6262;21,358;580,5;2023-09-12;2031-09-12;30;23386,86;ativo;0,0;;
ANON-CF83F0F81A2F;78607,72;24;2,369;32,4407;4331,82;2023-09-12;2025-09-12;24;0,0;liquidado;0,0;;
ANON-689B42407B7F;49799,3;96;1,6566;21,7943;1039,71;2023-09-17;2031-09-17;30;41541,49;ativo;0,0;;
ANON-DF8DAD8D533E;45141,96;84;1,91;25,4878;1083,28;2023-09-17;2030-09-17;84;0,0;liquidado;0,0;;
ANON-CA1321EA117C;40253,95;60;2,2949;31,2949;1242,16;2023-09-18;2028-09-18;30;26724,29;ativo;0,0;;
ANON-6AB78EFA648D;142779,79;84;1,4373;18,6785;2938,29;2023-09-18;2030-09-18;84;0,0;liquidado;0,0;;
ANON-8BC95FD82B6D;129519,62;48;2,1234;28,6777;4329,3;2023-09-22;2027-09-22;30;64206,35;ativo;0,0;;
ANON-2CF608278643;88941,78;96;1,9987;26,8048;2090,39;2023-09-23;2031-09-23;30;76258,31;ativo;0,0;;
ANON-899FA70A9898;148238,29;60;1,444;18,7726;3710,3;2023-09-26;2028-09-26;60;0,0;liquidado;0,0;;
ANON-1726B5879F70;98751,09;24;2,1152;28,5537;5289,46;2023-09-28;2025-09-28;24;0,0;liquidado;0,0;;
ANON-1769F5500302;77370,38;36;2,2321;30,3309;3149,75;2023-10-01;2026-10-01;29;20204,52;ativo;0,0;;
ANON-A2A5C6E520F9;78990,15;24;1,4024;18,1895;3898,96;2023-10-02;2025-10-02;24;0,0;ativo;0,0;;
ANON-A73711EEABDB;44554,42;36;2,0085;26,9511;1750,38;2023-10-03;2026-10-03;29;11324,77;ativo;0,0;2024-11-29;2025-05-28
ANON-C613887AEB9E;10063,65;96;1,8585;24,729;225,53;2023-10-05;2031-10-05;29;8601,56;ativo;0,0;;
ANON-DA8B2B1194C9;116103,37;84;2,2805;31,0733;3116,65;2023-10-06;2030-10-06;84;0,0;liquidado;0,0;;
ANON-1FAC7C0A675E;51889,2;36;1,91;25,4878;2006,45;2023-10-09;2026-10-09;29;13030,79;ativo;0,0;;
ANON-7898376D0045;78443,3;96;1,6077;21,0931;1609,19;2023-10-09;2031-10-09;29;65711,72;ativo;0,0;;
ANON-9B1060FCDE91;116303,61;84;1,8948;25,2634;2777,73;2023-10-09;2030-10-09;29;94386,19;ativo;0,0;2024-01-09;2024-11-02
ANON-9C6FD10A5903;11006,2;48;1,4044;18,2175;316,75;2023-10-11;2027-10-11;29;5250,06;ativo;0,0;;
ANON-C3DF1EC68FAA;55641,9;60;1,91;25,4878;1566,01;2023-10-13;2028-10-13;60;0,0;liquidado;0,0;;
ANON-FF0E9A4E411D;18110,37;96;1,567;20,5123;366,07;2023-10-16;2031-10-16;29;15118,66;ativo;0,0;2026-01-26;2026-03-11
ANON-01C921526191;78227,34;72;2,2185;30,123;2185,75;2023-10-18;2029-10-18;29;60173,05;ativo;0,0;;
ANON-17BA13A2E00C;82505,42;96;2,3873;32,7251;2197,89;2023-10-24;2031-10-24;29;73115,72;ativo;0,0;;
ANON-98F9955A0A2F;90759,13;84;1,4628;19,037;1883,89;2023-10-25;2030-10-25;29;70844,38;ativo;0,0;;
ANON-7AFA3897F285;69927,41;24;1,5011;19,5774;3491,51;2023-10-25;2025-10-25;24;0,0;ativo;0,0;;
ANON-23C2CA9107AD;75197,17;84;1,9378;25,8992;1820,22;2023-10-25;2030-10-25;29;61245,12;ativo;0,0;;
ANON-60013F3EC4DE;39251,54;24;1,9042;25,4022;2052,82;2023-11-01;2025-11-01;24;0,0;ativo;0,0;;
ANON-CBF060494AC7;101782,67;96;1,6545;21,7641;2123,41;2023-11-01;2031-11-01;28;86292,5;ativo;0,0;;
ANON-CA341B59557A;97086,09;24;2,2775;31,0271;5295,82;2023-11-05;2025-11-05;24;0,0;ativo;0,0;2023-12-25;2025-06-30
ANON-090423C4DB60;138950,48;84;1,5446;20,1938;2964,19;2023-11-06;2030-11-06;28;110566,0;ativo;0,0;;
ANON-931D73EBCB94;124400,98;48;1,5251;19,9171;3673,89;2023-11-13;2027-11-13;48;0,0;liquidado;0,0;;
ANON-C3F06F98F690;4755,54;84;2,3766;32,5588;131,27;2023-11-14;2030-11-14;28;4041,09;ativo;0,0;;
ANON-107C31C7104D;84242,47;60;2,1938;29,7462;2538,52;2023-11-16;2028-11-16;28;57930,72;ativo;0,0;;
ANON-A25E80851372;125804,98;72;1,9129;25,5307;3232,68;2023-11-17;2029-11-17;72;0,0;liquidado;0,0;;
ANON-73EC979F42CB;121234,69;60;1,4228;18,4751;3017,79;2023-11-20;2028-11-20;28;77141,98;inadimplente;21772,67;2026-01-20;
ANON-1EA68AD084FD;16518,57;60;1,4732;19,1835;416,58;2023-11-23;2028-11-23;60;0,0;liquidado;0,0;;
ANON-95C0EAD16CCA;135264,69;36;2,0412;27,4403;5342,0;2023-11-24;2026-11-24;28;39063,3;inadimplente;6334,16;2023-12-25;
ANON-0DF2773F62A3;145827,16;96;2,1723;29,419;3628,9;2023-11-25;2031-11-25;28;128309,73;inadimplente;29884,42;2024-12-23;
ANON-CBE097061AED;77331,07;48;2,1634;29,2838;2605,69;2023-12-01;2027-12-01;48;0,0;liquidado;0,0;;
ANON-0C9DE016459F;68588,51;24;1,6415;21,5774;3480,76;2023-12-03;2025-12-03;24;0,0;liquidado;0,0;;
ANON-BCA8D36039C9;35677,09;24;1,5102;19,7061;1783,26;2023-12-05;2025-12-05;24;0,0;ativo;0,0;2024-07-05;2026-01-24
ANON-CE387E57170A;97546,54;12;2,2137;30,0497;9345,44;2023-12-06;2024-12-06;12;0,0;ativo;0,0;;
ANON-4098B8F81870;107835,9;36;1,4984;19,5392;3897,49;2023-12-13;2026-12-13;27;32587,53;inadimplente;7649,13;2024-11-06;
ANON-087FECDFECC9;37558,08;36;1,9674;26,3386;1465,81;2023-12-14;2026-12-14;27;11982,9;ativo;0,0;;
ANON-3994734C4E7C;103153,24;60;1,4559;18,9399;2589,81;2023-12-14;2028-12-14;27;67479,66;ativo;0,0;;
ANON-943680894462;85595,66;96;1,5679;20,5251;1730,75;2023-12-15;2031-12-15;27;72653,84;ativo;0,0;;
ANON-7982D7B49CF1;93517,34;12;2,0184;27,099;8852,96;2023-12-15;2024-12-15;12;0,0;ativo;0,0;2025-08-22;2025-11-14
ANON-148874FC1910;55644,72;12;2,1092;28,4631;5297,09;2023-12-17;2024-12-17;12;0,0;ativo;0,0;;
ANON-41AB5B264831;75201,75;60;1,7438;23,0539;2031,31;2023-12-19;2028-12-19;27;50643,53;ativo;0,0;;
ANON-B4A48C845DF8;17616,68;60;1,8379;24,4266;487,1;2023-12-20;2028-12-20;27;11972,49;ativo;0,0;;
ANON-23CD4907D712;46431,79;72;2,2857;31,1533;1320,81;2023-12-20;2029-12-20;27;36885,59;ativo;0,0;;
ANON-F3D886AA803E;35650,4;12;2,3413;32,0113;3442,14;2023-12-21;2024-12-21;12;0,0;liquidado;0,0;;
ANON-D9D81E11B003;107220,06;36;1,7978;23,8399;4071,17;2023-12-21;2026-12-21;27;33552,83;ativo;0,0;;
ANON-90FFB54A2274;103101,87;84;2,2774;31,0256;2765,12;2023-12-23;2030-12-23;27;87777,56;ativo;0,0;;
ANON-FB3FF4A68DF3;33120,04;60;2,2082;29,9657;1001,43;2023-12-24;2028-12-24;27;23293,08;ativo;0,0;;
ANON-316797D6572A;38997,6;60;1,4147;18,3616;968,7;2023-12-24;2028-12-24;27;25401,79;ativo;0,0;;
ANON-31BA06C91B4B;48630,17;84;2,0709;27,8861;1226,27;2023-12-28;2030-12-28;27;40806,08;inadimplente;8791,89;2025-03-23;
ANON-586E0F896EBE;97420,7;48;1,617;21,2262;2933,7;2024-01-02;2028-01-02;48;0,0;liquidado;0,0;;
ANON-4D14B1D3CB21;53360,22;36;2,2661;30,852;2183,98;2024-01-03;2027-01-03;26;19347,41;ativo;0,0;;
ANON-2BEDC7EF5BB1;138488,13;84;1,8983;25,3151;3311,2;2024-01-07;2031-01-07;84;0,0;liquidado;0,0;;
ANON-41D16FD12211;7687,17;60;1,5908;20,8516;199,79;2024-01-08;2029-01-08;26;5215,45;ativo;0,0;;
ANON-A8CBCB1BA11F;48125,03;72;2,2004;29,8468;1338,14;2024-01-12;2030-01-12;26;38468,58;ativo;0,0;;
ANON-1BA10152A4D4;123109,67;84;1,621;21,2835;2693,32;2024-01-18;2031-01-18;26;100768,93;ativo;0,0;;
ANON-A0E8F51D22FA;120013,72;24;1,4813;19,2978;5978,57;2024-01-19;2026-01-19;24;0,0;ativo;0,0;;
ANON-AE1D5DB964E7;130943,54;48;1,6556;21,7799;3975,4;2024-01-20;2028-01-20;26;72802,71;inadimplente;7221,88;2024-06-17;
ANON-F8F18EDEE51D;52047,75;96;2,1687;29,3643;1293,7;2024-01-21;2032-01-21;96;0,0;liquidado;0,0;;
ANON-DBE214528495;66715,24;96;2,1021;28,356;1622,66;2024-01-21;2032-01-21;26;59197,63;inadimplente;9256,41;2025-08-31;
ANON-7CF2E6847DB1;74432,83;84;1,6869;22,2306;1663,77;2024-02-01;2031-02-01;25;61869,41;ativo;0,0;;
ANON-63FE6DCC64AC;15443,25;96;1,4061;18,2412;294,13;2024-02-03;2032-02-03;96;0,0;liquidado;0,0;;
ANON-A66CFE28C30E;91373,28;48;2,2255;30,23;3117,26;2024-02-12;2028-02-12;25;55642,89;ativo;0,0;;
ANON-48191D426B8C;58118,08;12;2,3126;31,5678;5601,67;2024-02-12;2025-02-12;12;0,0;liquidado;0,0;;
ANON-CE6B55182B05;125022,59;12;2,2392;30,4396;11996,44;2024-02-12;2025-02-12;12;0,0;ativo;0,0;;
ANON-B7D723D4FD47;144978,24;48;2,196;29,7797;4917,03;2024-02-18;2028-02-18;25;88048,71;ativo;0,0;;
ANON-85759C9F7CEB;53351,1;60;1,779;23,5658;1453,79;2024-02-20;2029-02-20;60;0,0;liquidado;0,0;;
ANON-796038656ED8;137947,34;36;2,3109;31,5415;5685,95;2024-02-27;2027-02-27;25;54676,07;ativo;0,0;;
ANON-CE98EDC3E403;33671,49;96;2,0762;27,9658;812,02;2024-03-01;2032-03-01;96;0,0;liquidado;0,0;;
ANON-061180D10C48;103883,84;48;1,9188;25,6179;3331,09;2024-03-02;2028-03-02;24;63587,33;ativo;0,0;;
ANON-EAE9E104FA0F;89619,61;36;1,6213;21,2878;3305,78;2024-03-05;2027-03-05;24;35786,84;inadimplente;4255,18;2025-03-15;
ANON-6D75EA9F90F5;78625,37;84;1,5132;19,7485;1659,84;2024-03-09;2031-03-09;24;65143,81;ativo;0,0;;
ANON-C99AF095072E;45515,1;84;2,2864;31,164;1223,91;2024-03-10;2031-03-10;24;39741,23;ativo;0,0;;
ANON-74C1F4D1FCAA;58834,92;72;1,5029;19,6028;1343,05;2024-03-14;2030-03-14;24;45692,64;ativo;0,0;;
ANON-5BED4E3D3965;112319,52;48;1,9633;26,2777;3634,53;2024-03-15;2028-03-15;24;69029,88;ativo;0,0;;
ANON-A39E448CD7CB;147706,5;60;1,5091;19,6905;3759,55;2024-03-16;2029-03-16;24;103834,44;ativo;0,0;2025-01-27;2025-06-26
ANON-A0236FB720F5;98120,51;84;2,1052;28,4027;2500,08;2024-03-16;2031-03-16;24;84732,95;ativo;0,0;;
ANON-346132407FCD;119927,08;24;2,1881;29,6594;6476,59;2024-03-18;2026-03-18;24;0,0;inadimplente;6476,59;2025-06-27;
ANON-E2B5BEB59A10;47503,31;36;2,3315;31,8597;1964,34;2024-03-21;2027-03-21;24;20356,89;ativo;0,0;;
ANON-381F8EC6A097;59253,13;48;1,8078;23,986;1856,99;2024-03-23;2028-03-23;24;35899,87;ativo;0,0;;
ANON-B3CAF43270C7;107991,29;48;1,4521;18,8865;3139,9;2024-03-24;2028-03-24;24;63244,75;ativo;0,0;;
ANON-93CDD9FE3E19;129254,39;36;1,7412;23,0162;4862,66;2024-03-25;2027-03-25;24;52251,24;ativo;0,0;2025-06-09;2025-08-26
ANON-3E5C57504551;33787,2;72;1,5599;20,4113;784,4;2024-03-27;2030-03-27;24;26364,81;ativo;0,0;;
ANON-00F00E1F2BD2;82182,66;72;2,0535;27,6247;2195,75;2024-03-28;2030-03-28;24;66623,13;ativo;0,0;;
ANON-D59C2E88BC2B;69298,07;84;1,5549;20,3402;1483,38;2024-03-29;2031-03-29;84;0,0;liquidado;0,0;;
ANON-F747E5890AF5;129576,03;12;1,7756;23,5162;12084,43;2024-03-29;2025-03-29;12;0,0;ativo;0,0;;
ANON-DBE2649CB17C;11703,4;36;2,0292;27,2605;461,31;2024-03-29;2027-03-29;36;0,0;liquidado;0,0;;
ANON-35022C1D7715;24801,03;12;2,2516;30,6295;2381,56;2024-04-03;2025-04-03;12;0,0;ativo;0,0;;
ANON-AB347F308394;137585,36;60;1,9588;26,2108;3918,67;2024-04-06;2029-04-06;23;102458,07;ativo;0,0;2024-06-01;2025-09-17
ANON-3AF51A12D96F;123496,96;24;1,522;19,8732;6181,24;2024-04-08;2026-04-08;23;6088,57;ativo;0,0;;
ANON-83C6FA95BE9B;15584,61;60;1,7248;22,7784;418,97;2024-04-13;2029-04-13;60;0,0;liquidado;0,0;;
ANON-B300289FBEAA;18654,3;24;1,5656;20,4924;938,41;2024-04-14;2026-04-14;23;923,94;ativo;0,0;;
ANON-72871BBAE815;57104,27;60;1,845;24,5307;1581,71;2024-04-15;2029-04-15;23;42142,03;ativo;0,0;;
ANON-25972087B987;87863,76;12;1,9374;25,8933;8276,45;2024-04-19;2025-04-19;12;0,0;ativo;0,0;;
ANON-576ADB565E15;30840,35;48;2,0919;28,2022;1024,35;2024-04-19;2028-04-19;23;19784,69;ativo;0,0;;
ANON-5F62A2F23123;53156,44;24;1,472;19,1666;2645,17;2024-04-20;2026-04-20;23;2606,79;ativo;0,0;2024-05-07;2025-10-10
ANON-013BA5AC1307;1287,53;24;1,4261;18,5214;63,73;2024-04-21;2026-04-21;24;0,0;liquidado;0,0;;
ANON-AE37E19764D4;104385,04;72;2,229;30,2835;2924,83;2024-04-23;2030-04-23;23;86665,97;ativo;0,0;;
ANON-79977E7CD5D0;65417,98;72;1,4454;18,7923;1467,91;2024-04-23;2030-04-23;72;0,0;liquidado;0,0;;
ANON-ED3686C0DADD;39385,0;96;1,7122;22,5961;838,71;2024-04-25;2032-04-25;23;34799,55;ativo;0,0;;
ANON-1DF9A31C8960;132538,59;84;1,8014;23,8925;3073,55;2024-04-25;2031-04-25;23;113201,73;inadimplente;8602,86;2025-08-18;
ANON-3B2F2AF68D17;24092,79;24;1,9946;26,7436;1273,03;2024-04-30;2026-04-30;23;1248,14;ativo;0,0;;
ANON-B9D7BF5EE87F;66538,14;36;1,5623;20,4454;2430,54;2024-05-01;2027-05-01;22;30351,81;ativo;0,0;;
ANON-305DF86D61AB;38504,89;48;1,6088;21,1088;1157,52;2024-05-02;2028-05-02;22;24436,31;ativo;0,0;;
ANON-1F723DCCAC3D;43097,63;36;1,7002;22,4226;1610,51;2024-05-10;2027-05-10;36;0,0;liquidado;0,0;;
ANON-2BFF1F617B00;114748,28;72;2,2011;29,8574;3191,24;2024-05-10;2030-05-10;72;0,0;liquidado;0,0;;
ANON-D8126C9C0DAE;42112,65;84;1,9895;26,6676;1035,81;2024-05-12;2031-05-12;22;36714,27;ativo;0,0;;
ANON-6E25A269713E;107324,4;48;1,5647;20,4796;3196,36;2024-05-13;2028-05-13;22;67848,79;ativo;0,0;;
ANON-8BF29D448227;139510,25;48;1,9725;26,4145;4522,88;2024-05-15;2028-05-15;48;0,0;liquidado;0,0;2025-02-27;2025-09-10
ANON-8617A830A4D8;73845,85;96;1,9956;26,7585;1733,79;2024-05-19;2032-05-19;22;66748,22;ativo;0,0;;
ANON-86A291B5F3C7;88187,03;48;1,9201;25,6372;2828,52;2024-05-19;2028-05-19;22;57468,95;ativo;0,0;;
ANON-1EC0F4324719;37842,8;24;2,1294;28,7684;2030,24;2024-05-21;2026-05-21;24;0,0;liquidado;0,0;;
ANON-A03ACB7F40D4;33278,38;24;1,6436;21,6075;1689,23;2024-05-22;2026-05-22;22;3296,96;inadimplente;1689,23;2024-07-31;
ANON-ABBFB89E2130;14642,42;12;2,2233;30,1963;1403,64;2024-05-24;2025-05-24;12;0,0;ativo;0,0;;
ANON-B2E8D1A43E39;47685,49;48;1,5027;19,6;1401,57;2024-05-24;2028-05-24;48;0,0;liquidado;0,0;;
ANON-71AE789676FA;105297,17;84;2,374;32,5184;2904,45;2024-05-25;2031-05-25;22;93779,97;inadimplente;11776,9;2024-10-22;
ANON-116F4747A191;14430,41;72;1,4949;19,4897;328,63;2024-05-25;2030-05-25;72;0,0;liquidado;0,0;;
ANON-D9839BE3C571;77160,42;36;2,292;31,2502;3170,99;2024-05-29;2027-05-29;36;0,0;liquidado;0,0;;
ANON-53D34B42706E;72874,02;96;2,311;31,5431;1895,56;2024-05-30;2032-05-30;22;66898,8;ativo;0,0;;
ANON-09D408C3004D;59513,8;12;2,0888;28,1555;5658,34;2024-06-03;2025-06-03;12;0,0;ativo;0,0;2024-06-06;2024-12-09
ANON-83BF43C27CC1;125328,99;24;1,6077;21,0931;6335,48;2024-06-03;2026-06-03;21;18411,3;ativo;0,0;;
ANON-DA8DD4F9AE64;66442,61;96;1,8015;23,894;1459,95;2024-06-05;2032-06-05;21;59801,6;ativo;0,0;;
ANON-C66142415825;63369,33;12;1,5087;19,6849;5812,85;2024-06-05;2025-06-05;12;0,0;ativo;0,0;;
ANON-2A53A3E10E2B;42209,23;36;1,4237;18,4877;1506,65;2024-06-08;2027-06-08;21;20220,74;inadimplente;4141,45;2026-03-24;
ANON-DA926AD69F68;111326,36;60;2,0011;26,8406;3203,49;2024-06-10;2029-06-10;21;86165,79;inadimplente;11079,59;2026-03-26;
ANON-FECD361DC15E;114957,13;60;1,9738;26,4338;3286,14;2024-06-12;2029-06-12;21;88804,68;ativo;0,0;;
ANON-1A9BDC634508;24898,01;96;2,2119;30,0222;627,54;2024-06-16;2032-06-16;21;22872,46;ativo;0,0;;
ANON-E20B169D06E9;32088,15;60;1,4205;18,4429;798,27;2024-06-18;2029-06-18;60;0,0;liquidado;0,0;;
ANON-85726143259D;17338,73;24;1,4445;18,7797;860,05;2024-06-21;2026-06-21;21;2507,37;ativo;0,0;;
ANON-7DDFB816429B;4691,9;72;2,1218;28,6535;127,72;2024-06-24;2030-06-24;21;3956,31;ativo;0,0;;
ANON-3B2A91FFAD70;16423,03;60;1,8518;24,6305;455,66;2024-06-30;2029-06-30;21;12576,23;ativo;0,0;2025-12-22;2026-03-20
ANON-A950C1B6AF9F;138431,29;12;1,8047;23,9407;12933,51;2024-07-01;2025-07-01;12;0,0;ativo;0,0;;
ANON-2B2E6051C827;127559,34;36;1,6643;21,905;4738,72;2024-07-02;2027-07-02;20;66085,34;inadimplente;7095,72;2025-09-14;
ANON-E73C489DD38A;16794,37;60;1,7647;23,3576;456,01;2024-07-06;2029-07-06;20;13005,09;ativo;0,0;;
ANON-A693B1209DC4;56634,15;96;1,9731;26,4234;1319,68;2024-07-08;2032-07-08;20;51733,6;ativo;0,0;;
ANON-F89132E315CB;22602,4;24;1,7616;23,3125;1162,98;2024-07-11;2026-07-11;20;4454,07;ativo;0,0;;
ANON-8BDF92CDDA3D;149146,11;48;1,8833;25,0939;4747,69;2024-07-20;2028-07-20;20;102581,33;ativo;0,0;;
ANON-E8D18ED75153;87485,31;12;2,1658;29,3202;8357,04;2024-07-22;2025-07-22;12;0,0;ativo;0,0;;
ANON-F9274CE4D430;3455,85;96;1,7468;23,0975;74,5;2024-07-24;2032-07-24;96;0,0;liquidado;0,0;;
ANON-22054DEFFDDB;132404,18;48;1,6493;21,6894;4014,42;2024-07-28;2028-07-28;48;0,0;liquidado;0,0;;
ANON-408786363579;68186,37;12;1,4029;18,1965;6213,58;2024-07-31;2025-07-31;12;0,0;liquidado;0,0;;
ANON-52E2C4A62C23;44366,5;48;2,0227;27,1633;1453,12;2024-08-07;2028-08-07;19;31646,47;ativo;0,0;;
ANON-453485AFBB36;38089,18;96;1,6751;22,0605;800,5;2024-08-09;2032-08-09;19;34489,72;ativo;0,0;;
ANON-5536BF1A7E41;117560,3;12;2,1467;29,0304;11216,85;2024-08-10;2025-08-10;12;0,0;ativo;0,0;;
ANON-881BDD1268D5;81352,12;48;2,1457;29,0153;2731,47;2024-08-10;2028-08-10;19;58522,49;ativo;0,0;;
ANON-DBAFD4596F3F;64592,55;60;1,6875;22,2393;1720,3;2024-08-13;2029-08-13;19;50611,63;ativo;0,0;;
ANON-60120DED70C3;90127,01;12;1,5839;20,7532;8306,09;2024-08-17;2025-08-17;12;0,0;ativo;0,0;;
ANON-E57617217757;122637,2;48;1,4122;18,3266;3535,3;2024-08-19;2028-08-19;19;83648,17;ativo;0,0;;
ANON-A6657A2FB1AE;44647,45;24;2,1601;29,2337;2403,59;2024-08-20;2026-08-20;19;11276,76;ativo;0,0;;
ANON-F0215D6912EB;119011,46;96;2,0018;26,851;2800,02;2024-08-20;2032-08-20;19;109470,57;ativo;0,0;;
ANON-999B7A7B9EFF;115757,86;12;1,8739;24,9554;10861,42;2024-08-23;2025-08-23;12;0,0;ativo;0,0;2025-11-26;2026-03-24
ANON-67ECCD85A444;69545,59;12;2,3523;32,1817;6719,31;2024-08-26;2025-08-26;12;0,0;ativo;0,0;;
ANON-4AECCA115518;67343,25;60;2,3506;32,1553;2105,21;2024-08-27;2029-08-27;19;55013,61;ativo;0,0;;
ANON-CF5F90F9EE71;65984,33;84;1,4123;18,328;1346,45;2024-08-31;2031-08-31;19;57021,91;inadimplente;9837,4;2024-09-18;
